N,P,K,ph,temperature,humidity,label
39,30,38,6.965156737999999,20.12644921,87.59629625,pomegranate
5,29,44,5.578095745,21.02432943,93.0569505,pomegranate
4,24,43,7.199504273,22.40423537,88.1508343,pomegranate
38,21,35,5.841367187,20.33691147,89.38003827,pomegranate
37,11,36,6.710143266,24.24779615,85.56033312,pomegranate
9,25,41,5.972714857000001,24.81530144,91.90842992,pomegranate
29,22,43,5.561851831,19.66329768,87.95158129,pomegranate
5,21,38,6.107054807999999,22.43377991,90.3396556,pomegranate
22,26,38,6.988035315,22.92052307,85.12912161,pomegranate
4,18,37,7.13147457,22.91843172,85.40695044,pomegranate
21,6,41,7.086947687,24.88244467,89.39686219,pomegranate
29,21,45,6.749260456,23.40981539,93.13277,pomegranate
23,5,44,7.16300467,21.20725375,94.26304717,pomegranate
13,7,43,7.013481515,18.20230419,91.12282162,pomegranate
5,13,37,5.648243648999999,22.34375696,89.7870345,pomegranate
27,24,41,6.610251186,24.32770134,90.88292835,pomegranate
7,23,35,7.054313822999999,19.75088482,88.71691157,pomegranate
12,20,39,6.026999326,19.86173586,86.19740917,pomegranate
4,19,43,5.7794274020000005,18.07132963,93.14554876,pomegranate
3,9,45,6.535244251,23.89162561,89.61850203,pomegranate
1,27,36,5.684995235,23.98598756,93.34236582,pomegranate
23,30,44,6.12476108,20.93892916,85.42912869,pomegranate
24,21,42,6.999014379,20.82210727,87.22815682,pomegranate
13,30,37,6.277148771,20.86474944,91.61793636,pomegranate
40,11,44,6.322396027000001,24.45840036,86.10874614,pomegranate
21,9,40,5.956401828,24.51147697,90.64498715,pomegranate
3,27,44,6.591302797000001,24.56811204,92.03009222,pomegranate
40,29,42,7.104094929,24.63228709,89.01574455,pomegranate
14,25,40,6.407872061,20.07386547,90.97819712,pomegranate
38,14,37,6.658402594,21.80523051,94.63612858,pomegranate
34,9,36,6.276038961,22.8122645,86.34233767,pomegranate
32,14,37,6.825256236,22.73031253,88.48567856,pomegranate
18,21,35,6.368560522,23.2801227,94.94330457,pomegranate
8,23,38,7.005410734,19.30106297,87.1775172,pomegranate
15,6,41,6.8973684770000006,19.0087067,88.83768149,pomegranate
0,5,36,6.152906502,24.35193812,90.88612388,pomegranate
22,9,44,5.744361602000001,24.72235539,88.87651295,pomegranate
14,8,43,7.051654924,21.92513945,94.46485312,pomegranate
31,11,45,6.034612928,24.83954414,86.88738076,pomegranate
39,17,45,6.9244907310000015,18.09691127,90.42177379,pomegranate
10,5,42,6.887005997,20.24104904,91.08706822,pomegranate
8,28,38,6.8444019,23.22594,94.42971362,pomegranate
32,13,42,5.786058032000001,23.50128217,92.97527546,pomegranate
18,9,40,5.627186257000001,19.44623085,89.02127045,pomegranate
20,27,41,5.700088663,20.51343484,92.51675903,pomegranate
39,25,36,5.567805185,18.90223032,94.99897537,pomegranate
20,7,45,6.077886012,18.90592319,89.24126808,pomegranate
11,10,45,6.397995609,22.63045168,88.45577158,pomegranate
40,18,43,5.767372539,19.38603815,86.79058496,pomegranate
3,26,39,7.079973241,24.38318965,91.19431555,pomegranate
9,16,36,5.893332377999999,23.77989026,92.93386903,pomegranate
30,20,38,7.058222596,22.59890174,93.16343942,pomegranate
40,9,41,5.78270695,24.37766782,85.4017118,pomegranate
40,30,35,6.269663962999999,20.89273273,91.07776977,pomegranate
32,25,35,5.892913826,18.09903225,85.70786282,pomegranate
33,23,45,7.116538883,20.00218987,85.83618191,pomegranate
4,14,41,6.430163481,19.85139326,89.80732335,pomegranate
13,17,45,7.159520979,21.25433607,92.65058936,pomegranate
39,24,39,6.431265737,23.65374106,93.32657504,pomegranate
8,28,37,6.082571701,23.88404783,86.20613842,pomegranate
91,94,46,6.149934034,29.36792366,76.24900101,banana
105,95,50,5.849076099,27.33368994,83.67675197,banana
108,92,53,6.276800323,27.40053601,82.96221306,banana
86,76,54,5.926824754,29.3159075,80.11585705,banana
80,77,49,5.519088423,26.05433004,79.39654531,banana
93,94,53,6.079178787999999,25.86632408,84.42379269,banana
90,92,55,6.13465588,27.00932084,80.18546798,banana
108,89,53,5.808497603999999,29.55054817,78.06762846,banana
108,88,55,5.891458107,26.28845991,83.390039,banana
105,77,52,5.816622478999999,29.16226551,76.16151562,banana
118,88,52,5.8431631610000005,28.65003945,82.68752542,banana
101,87,54,6.376756632999999,29.07311132,76.50045221,banana
95,75,50,5.623615687000001,28.08166093,75.26429821,banana
106,85,53,5.91505509,27.1994597,78.80860679999998,banana
86,95,49,6.458714879,28.05484146,78.04602887,banana
83,79,55,5.565028635,25.14748006,83.34688193,banana
85,95,47,6.211833161,25.94019018,78.3422098,banana
109,79,45,6.490074429,27.66752761,79.68542782,banana
100,76,45,5.590236025,25.56703012,75.94067692,banana
117,86,48,6.225225238999999,28.6956201,82.54195839,banana
114,94,53,6.190757458999999,26.33544853,76.8532006,banana
110,78,50,5.915568968,25.93730186,78.89864446,banana
94,70,48,6.195152442,25.13686519,84.88394407,banana
80,71,47,6.156373499,27.50527651,80.79783998,banana
114,79,51,6.313197204,26.21009246,82.34429458,banana
88,78,45,6.324270089,29.10403455,79.19588629,banana
112,73,48,5.7074889870000005,29.244063800000006,77.32017166,banana
117,76,47,6.119216009,25.56202173,77.38229006,banana
111,87,48,5.571401169,26.3985515,81.36028902,banana
89,83,47,5.63127166,28.09577643,77.79586769,banana
93,91,47,6.101241579,27.84767901,83.31110751,banana
92,81,52,6.438137278999998,27.39341554,81.4654833,banana
105,74,45,6.098369122,25.14517635,81.38204104,banana
102,71,48,5.695267822000001,28.65456263,79.28693687,banana
94,91,51,5.6180944460000015,29.16093424,76.67484233,banana
116,71,47,6.435785799,27.57278064,82.0638878,banana
117,79,49,6.176644228,25.40909896,82.36208097,banana
119,72,55,6.220643671,25.99069521,83.33983116,banana
99,73,53,5.8717022110000014,26.29039046,81.06003778,banana
91,84,52,6.390741836,29.14827211,78.71024836,banana
80,90,47,6.21084479,26.59743595,79.35898915,banana
101,70,48,6.012696655,25.36059237,75.03193255,banana
108,89,53,5.908770059,29.12036889,80.18080728,banana
100,80,52,6.049801781,27.53911354,77.25629897,banana
109,91,53,6.010095852999999,29.66727337,83.51014178,banana
82,78,46,5.738678895,25.05802193,84.97323747,banana
106,70,55,5.74055541,25.86824781,78.52399914,banana
90,86,52,5.793260262,25.85036988,81.95580471,banana
83,95,50,5.50947065,26.51682337,77.79913575,banana
119,90,48,5.986442306,28.66725136,79.59242542,banana
107,72,45,5.790768046,28.14938935,81.54448882,banana
116,81,55,5.915546415,26.42313317,83.69950440000002,banana
101,75,50,6.242528277999999,26.59386409,81.40740301,banana
93,81,50,6.0360792660000016,27.71822477,76.57853189,banana
95,75,45,5.829898502000001,28.98333432,82.95958244,banana
107,71,55,6.088064451,29.42017919,83.96754496,banana
83,94,47,6.469370954,27.39872329,81.10523402,banana
102,73,54,5.720726906,26.4020227,84.41007614,banana
86,79,45,5.80766417,27.81251452,82.69285419,banana
117,86,53,5.703381727999999,25.19640218,83.55829874,banana
111,79,53,6.165001277999999,28.31193338,75.77363772,banana
95,74,50,6.002481605,25.90113128,80.47152737,banana
91,75,55,6.212369363,27.48612983,76.11239849,banana
93,83,46,5.765308943,29.38254012,83.50423735,banana
92,85,51,5.740764682000001,29.22118628,81.08183635,banana
104,80,54,5.879119455,27.09062164,81.33506906,banana
103,72,51,6.099478745,26.12643374,81.81365007,banana
92,75,45,5.674403358999999,29.01207743,77.95192527,banana
93,85,49,5.694243847,27.96799119,79.28625709,banana
120,87,52,5.905494703,28.0764455,76.05522115,banana
108,72,46,6.110844721,25.16278237,84.97849241,banana
105,88,54,6.020445317,25.78749808,84.51194224,banana
98,79,50,6.435917308,25.34119774,84.47321314,banana
111,88,55,5.505393832999999,29.44795403,78.34971537,banana
97,74,45,5.677719902000001,26.47522633,78.51833782,banana
95,82,48,5.719014989,27.39489579,83.31172003,banana
89,91,55,6.275572297999999,25.08347445,80.26173100000003,banana
89,85,55,6.275384607,26.671983500000003,76.48541655,banana
118,88,51,6.201911642000001,25.44926208,79.49221962,banana
101,92,45,5.758054257,28.22776705,80.64303840000002,banana
99,92,47,6.3239336470000005,28.127950899999995,77.48247073,banana
82,77,46,5.901100841,28.9470467,82.1888998,banana
90,86,55,5.644486582000001,27.96236771,84.15403614,banana
95,88,52,6.235461772000001,28.00316034,78.90085998,banana
104,73,46,6.28236237,29.1400919,80.1190228,banana
102,73,52,6.356090905,27.9122104,83.36307683,banana
100,74,52,5.837258235,25.43480512,81.53977797,banana
94,89,48,5.653437902,28.55980972,84.51602322,banana
99,70,46,5.727469947,26.59580783,82.99556744,banana
112,87,48,6.200111067999999,27.19711623,77.39706290000002,banana
117,82,45,5.614471478,25.29391516,79.29122198,banana
96,86,51,6.257369799,29.90888522,76.98740841,banana
113,85,45,6.037430836,27.94972463,76.63713353,banana
105,93,46,5.760457558,25.01018457,78.76260938,banana
85,89,51,6.1581644220000005,29.21144871,84.70189923,banana
108,94,47,6.387431382999999,27.35911627,84.54625006,banana
92,81,52,5.891413895,28.0106804,76.52808057,banana
110,71,54,5.725418961,28.67208915,82.20793613,banana
82,75,55,6.281069505,27.34585147,78.48738349999998,banana
117,81,53,5.507641777999999,29.50704598,78.20585613,banana
2,40,27,5.954626604,29.73770045,47.54885174,mango
39,24,31,4.757114897,33.55695561,53.72979826,mango
21,26,27,5.6995869720000005,27.00315545,47.67525434,mango
25,22,25,5.977413802999999,33.56150184,45.53556603,mango
0,21,32,6.430139436,35.89855625,54.25964196,mango
20,19,35,6.113935087000001,34.17719782,50.62161586,mango
19,21,34,5.074272692,30.01592643,53.19212381,mango
18,17,31,5.667507706,31.74592134,45.16127859,mango
11,36,33,5.978634285,35.99009679,52.22780489,mango
30,28,30,5.064613314,31.86641378,52.19331595,mango
18,19,27,4.772385986000001,27.75518664,52.34605806,mango
23,23,27,5.161148592,34.72413192,51.4271781,mango
37,30,34,6.797779227,27.53907547,53.63549533,mango
11,27,30,6.39474303,27.69637763,48.56224879999999,mango
12,19,31,5.566704378,27.25373364,52.66319725,mango
3,28,33,5.755049971,30.33723921,48.88704844,mango
37,38,32,5.417340525,31.85744939,45.53106268,mango
26,37,30,6.166173833999999,35.39986338,49.45962621,mango
14,18,30,5.191265116,29.80747243,52.13797867,mango
40,16,35,4.954739564,34.16438906,54.16482251,mango
4,20,25,5.664587011,28.93270187,47.94053996,mango
36,25,33,5.548584852,27.98392787,53.33018851,mango
30,17,31,6.804437106,31.20478173,54.49960506,mango
28,37,28,6.097869767000001,32.13409675,50.52559148,mango
38,15,30,5.075504537,28.91862016,48.13974548,mango
12,37,30,4.546466109,31.09779147,47.41196659,mango
38,19,31,5.855119267999999,34.73823882,49.08864345,mango
8,33,29,6.442393461,29.98080499,49.48613279,mango
15,27,28,4.507523551,33.80398664,46.12866113,mango
34,16,25,6.10729559,30.07202564,50.96040505,mango
11,36,31,6.47544932,27.92063282,51.77965917,mango
33,29,34,6.832979508999999,31.40948821,49.21729127,mango
12,31,26,5.395275719,35.7877738,51.94190321,mango
12,34,28,6.13526938,33.36140093,45.02236377,mango
5,16,31,4.555688532,35.96054636,48.69677802,mango
1,30,29,6.4341977560000005,28.33333307,51.39586505,mango
16,35,31,5.316875978000001,32.27652024,50.19368841,mango
35,18,26,5.279388967,31.99490489,50.84881347,mango
4,40,26,6.720041791,27.58258929,48.56916221,mango
9,29,34,5.72742254,29.38471637,45.88744691,mango
2,38,33,4.691396195,32.38697531,53.2328243,mango
26,32,32,6.810186079,30.91471455,49.92963856,mango
34,38,31,6.454045329,35.37775595,45.58110023,mango
5,32,33,5.842763773,32.32362177,52.58967710000001,mango
31,29,26,5.024124683999999,28.22373428,47.40519056,mango
34,34,35,6.422710539,27.27433181,47.16808054,mango
36,19,32,4.94295037,27.10710832,50.70880979,mango
7,17,26,6.414526606,34.89226666,48.75613373,mango
38,15,27,6.777788126,33.7462686,48.50387598,mango
5,19,25,6.441328044,27.351105600000004,54.43945147,mango
37,36,26,4.650536197,32.89300162,52.61323969,mango
21,31,32,5.254532213,35.38598705,51.42664176,mango
37,36,27,5.910634533,27.552973600000005,47.90859131,mango
23,23,30,4.755273631000001,32.82141065,47.45553843,mango
36,26,26,6.814630246,30.17294105,51.0845903,mango
24,33,35,5.342866119,29.26382931,54.82257868,mango
26,18,30,6.336234623999999,32.06097197,51.08494181,mango
22,17,26,4.754435025,28.69818144,47.71875722,mango
11,34,32,6.831706773,29.14305008,49.40983294,mango
29,35,28,6.9674177660000005,28.347161100000005,53.53903102,mango
22,28,26,4.947683034,27.67256197,45.41692012,mango
23,24,32,5.630619901,28.1218093,46.16888595,mango
1,35,34,6.27339822,30.79375683,46.69536813,mango
2,24,34,6.472774648,28.89409382,54.80750249,mango
39,37,25,6.953246506,33.33024826,45.61143594,mango
15,36,27,5.6437102160000014,27.78912455,53.96886679,mango
3,18,31,6.392313972999999,31.65333432,48.20662669,mango
8,38,32,4.981816523,29.75150773,46.73723302,mango
33,31,34,5.421265282999999,31.32995611,50.22287593,mango
14,29,32,6.942520105,35.63627319,48.97047762,mango
18,20,26,5.435840509,31.66524687,51.98594645,mango
9,21,32,5.870116071,32.26935342,53.56092806,mango
20,30,27,4.74910393,27.81005614,51.59445462,mango
9,38,25,5.497946899,34.58561471,50.34035336,mango
26,24,34,6.811291098,31.27180992,52.23810152,mango
31,36,29,6.460542749,33.93679864,52.72170281,mango
14,18,35,4.791146778,31.09154239,47.02058367,mango
40,16,35,6.4841522000000005,31.89356292,49.02450149,mango
28,27,34,6.526654345,32.45465292,50.69693751,mango
0,17,30,6.279133738,35.47478322,47.97230503,mango
1,29,29,6.052026047000001,27.32961444,49.30347234,mango
2,36,31,5.73171945,30.90225239,49.95955487,mango
12,27,26,5.32307197,29.09382275,45.5661059,mango
7,28,35,4.66910839,30.02086169,46.78393776,mango
0,36,26,5.101206389,34.13072188,51.25786185,mango
26,35,31,5.339556562,33.44619894,53.05980465,mango
27,21,30,5.061081874,35.3915464,52.48823147,mango
22,38,31,5.8211060360000015,31.53356352,53.06009323,mango
22,18,31,5.956027059,30.764551500000003,47.93791463,mango
28,23,28,5.676032581,30.01821337,50.09831810000001,mango
7,31,27,6.524114355,31.32863689,47.59319575,mango
29,34,26,6.2739536760000005,33.88004781,54.39416048,mango
8,37,33,6.128167757000001,28.07802689,54.9640534,mango
39,16,27,4.934964765,35.53845018,52.94641947,mango
40,24,25,5.445008416,28.70595247,50.44030129,mango
19,38,26,4.525722333,31.48451729,48.77926304,mango
21,21,30,5.403908327999999,27.69819273,51.41593238,mango
22,18,33,6.621623545,30.41235793,52.48100602,mango
31,20,30,6.207495815,32.17752026,54.01352682,mango
18,26,31,5.418475257000001,32.611261400000004,47.74916499,mango
24,130,195,6.112305667,29.99677232,81.54156612,grapes
13,144,204,6.092241627000001,30.7280404,82.42614055,grapes
22,123,205,5.896343436,32.44577836,83.88504863,grapes
36,125,196,6.15526103,37.46566825,80.65968681,grapes
24,131,196,5.732453638,22.03296178,83.74372787,grapes
2,123,198,6.253034534,39.64851881,82.21079946,grapes
35,140,197,6.106190557000001,16.77557314,82.75241875,grapes
11,122,195,5.647202395,12.14190714,83.56812483,grapes
6,123,203,6.130310493,12.7567962,81.62497448,grapes
17,134,204,6.499604931,39.04071989,80.18393287,grapes
25,130,197,5.554831977,39.70772192,82.68593454,grapes
27,145,205,5.800242694,9.467960445,82.29335466,grapes
9,122,201,5.570290539,29.58748357,80.91934392,grapes
16,139,203,6.27564088,17.82803682,80.96093443,grapes
32,141,204,5.536645599,8.825674745,82.89753705,grapes
22,138,195,6.208196881,27.83487131,83.51444973,grapes
31,144,202,5.870600622,11.02105378,80.55557235,grapes
3,136,205,6.334771461,17.5862944,80.84806564,grapes
28,122,197,5.856575335,19.89363946,82.73366439,grapes
4,136,204,5.898944282,29.93707596,81.77713468,grapes
39,145,201,5.775600435,36.73126647,80.58931938,grapes
38,132,197,5.931101816,20.42094753,81.54185044,grapes
36,133,198,6.2286454,25.51939719,83.98351748,grapes
25,121,201,5.594240602999999,30.50734778,82.71775569,grapes
15,125,199,5.569230319,18.426993600000007,80.55625868,grapes
24,140,205,5.93202852,12.087022,83.59398734,grapes
13,132,203,6.423216506,23.60115364,82.48336987,grapes
5,126,197,6.417500829,12.80000387,81.20876367,grapes
30,120,200,6.234904253,38.06099482,82.24729637,grapes
23,142,197,6.000573725,39.06555518,82.03812973,grapes
26,135,203,5.6851027689999984,33.78372897,81.16314317,grapes
7,126,203,5.662140095,16.76201707,82.00335557,grapes
32,139,198,6.358186848,35.89307536,82.66850729,grapes
9,141,202,6.119495295,21.01245395,81.17931863,grapes
20,142,196,6.207600782999999,10.89875873,80.01639435,grapes
32,129,201,6.48754639,16.36251869,83.00471609,grapes
3,134,199,5.81717753,20.28370163,81.32235739,grapes
38,138,204,6.325480034,25.11108456,83.25447587,grapes
14,131,198,5.562790949,33.4641162,83.86742974,grapes
20,122,204,6.487369687,11.7976469,80.86325389,grapes
40,126,201,6.116982944,11.36300891,80.03100049,grapes
36,128,204,5.695792761,25.23542319,80.68700527,grapes
11,132,197,5.7343170070000005,15.99050693,81.23966573,grapes
0,137,195,6.329499832000001,22.4359017,80.18612085,grapes
19,123,200,6.167013532,34.76086052,81.03544763,grapes
31,136,197,5.653776057999999,31.11047251,83.34010951,grapes
4,134,200,5.840256272,28.57828803,80.95628959,grapes
39,139,201,5.5399808120000005,41.18664903,81.01783402,grapes
8,127,196,5.833302165,27.02766138,83.17093908,grapes
39,138,203,6.399433771,21.19339319,82.33098331,grapes
32,120,204,6.138958698,10.38004759,83.44518113,grapes
12,142,203,5.972850837999999,31.3115978,82.56407013,grapes
8,133,195,6.456079585,20.46657776,80.97598029,grapes
8,139,199,6.3364266670000005,29.36947679,81.53996362,grapes
21,134,202,6.425419926,10.72302459,80.02130636,grapes
40,140,195,6.2943956760000015,14.97846952,80.49979873,grapes
39,127,202,6.477768039,15.3246651,81.67215994,grapes
19,120,195,5.931538447,18.73932187,81.12109244,grapes
21,139,201,5.980598579,19.3642553,83.36094029,grapes
17,136,195,6.389783283,41.20733624,81.61051026,grapes
33,139,203,5.693287415,33.34214482,82.51034633,grapes
22,133,201,6.00299607,23.81995682,80.12211649,grapes
32,130,196,6.372959542,40.66012294,81.24995984,grapes
37,135,205,5.510924848999999,11.82768186,80.2827185,grapes
15,140,195,5.69945282,13.28504331,83.54193816,grapes
39,132,196,5.778594403,35.83089092,83.32560104,grapes
40,121,199,6.315586313,26.18159716,81.03886263,grapes
40,132,202,5.9718130060000005,24.57558351,80.70695797,grapes
29,142,203,5.891195653,29.67229086,83.71498986,grapes
32,121,199,6.129812716,39.37102553,81.25353895,grapes
6,140,205,6.313085601,17.66558428,82.92903419,grapes
8,120,196,6.053662544,24.06679352,82.66396666,grapes
34,133,202,5.804799142,15.31413469,80.09711412,grapes
35,135,199,6.400719746,21.77466746,80.54942557,grapes
16,145,199,5.953966361,26.91624843,80.76838926,grapes
8,136,201,5.6092559920000005,41.65602996,82.22118237,grapes
25,129,195,5.777271492000001,17.98667801,81.17712085,grapes
16,130,201,5.682395429,29.12033769,82.79092939,grapes
39,129,203,5.863996687,34.38922481,83.18392806,grapes
38,135,203,6.444373116,41.36106301,82.79782954,grapes
33,120,205,5.550832177999999,35.12158265,82.26890793,grapes
35,125,204,6.107741787999999,19.6491772,80.15215777,grapes
1,132,200,5.620745638,16.27852801,82.94270065,grapes
39,140,203,6.349875906,21.11903604,80.63399198,grapes
28,145,202,6.484323189,19.2077707,82.90428409999998,grapes
6,128,200,5.838748311,25.96308415,82.57813624,grapes
6,139,199,6.29099842,25.67385024,81.6212135,grapes
29,122,196,5.638328481,41.94865736,81.15595212,grapes
37,144,197,6.415555956,11.18994268,80.8084305,grapes
38,120,197,6.323722572,17.5438296,82.94703302,grapes
38,141,198,5.757009965,13.05809741,80.28297993,grapes
14,121,203,6.1586894060000015,9.724457611,83.74765639,grapes
6,125,204,5.7335398070000005,27.92004934,82.93262435,grapes
32,138,197,5.908724337000001,9.535585543,80.73112694,grapes
11,124,204,6.361141107000001,13.42988625,80.06633966,grapes
23,138,200,5.96537863,9.851242629,80.22631717,grapes
40,143,201,6.476757723,24.97256132,82.72828653,grapes
6,142,202,6.224542938,27.23708304,82.94573346,grapes
37,124,195,6.209928251,18.70679077,83.4795292,grapes
35,134,204,5.841138354,9.949929082,82.55138983,grapes
119,25,51,6.283818329,26.47330219,80.92254421,watermelon
119,19,55,6.818261382999999,25.18780042,83.44621709,watermelon
105,30,50,6.37620108,25.29954705,81.77527562,watermelon
114,8,50,6.581587932000001,24.74631269,88.30866319,watermelon
93,22,52,6.932739726,26.58740671,81.32563243,watermelon
80,26,55,6.140099215,24.53442564,88.989272,watermelon
85,27,45,6.467095849,26.0713757,88.7285657,watermelon
85,22,53,6.849471704,25.96534238,89.77076659,watermelon
82,22,45,6.512196212,26.22338015,85.34866045,watermelon
118,13,54,6.039584629,24.41311871,89.81574032,watermelon
83,25,53,6.057697106,26.49195283,80.04678201,watermelon
86,15,47,6.423898762,24.04355803,84.18406764,watermelon
101,10,47,6.936997681,25.5421695,83.31883376,watermelon
119,9,50,6.251286661,26.74550678,83.9195902,watermelon
104,17,46,6.190015912000001,25.7131428,80.22972777,watermelon
95,12,51,6.681606702000001,25.76484262,84.17269959999999,watermelon
102,14,52,6.51075991,26.79489868,89.64815231,watermelon
109,21,55,6.770278088,24.9004602,89.73524177,watermelon
81,18,50,6.429788072999999,26.80750629,88.22874955,watermelon
103,17,51,6.209888345,25.11189154,80.02621335,watermelon
105,14,50,6.419052193,26.2148837,87.68839820000002,watermelon
97,8,52,6.237861736,24.9103226,86.97190046,watermelon
120,19,49,6.762471628999998,25.79448878,84.26830701,watermelon
95,16,55,6.612847999,25.26931156,87.55055105,watermelon
83,29,52,6.704688865,25.76402693,87.5931128,watermelon
83,9,45,6.049609892,25.85483596,89.13163965,watermelon
91,21,50,6.762030215,24.33528185,81.44030363,watermelon
116,5,54,6.65398725,25.37601283,80.99313508,watermelon
112,28,54,6.738030547,24.86094646,85.05318563,watermelon
88,29,51,6.095689937,24.71885473,88.94568335,watermelon
118,15,45,6.538006356,24.21495706,84.20576992,watermelon
92,21,48,6.377427122,25.81692236,82.043255,watermelon
106,14,45,6.417011754,24.47018505,84.16390229,watermelon
99,5,47,6.649086972,24.13078816,84.84494575,watermelon
98,8,51,6.25933595,26.1793464,86.52258079,watermelon
108,22,46,6.121168559,26.17668721,86.72952049999998,watermelon
119,7,55,6.031424482,26.03867719,84.6378378,watermelon
117,27,48,6.835268183999999,26.53259325,82.39053979,watermelon
109,10,53,6.5517503060000015,26.81938687,87.8274604,watermelon
80,16,46,6.940236218,25.50405534,81.40297428,watermelon
100,18,52,6.87606733,26.20234499,80.38266489,watermelon
91,7,53,6.457216535,25.13735887,89.28272716,watermelon
86,6,53,6.921847887999999,25.92030221,83.47202566,watermelon
107,5,52,6.8814257460000015,26.6634609,89.98405233,watermelon
103,16,49,6.915717008,24.06731461,81.64075303,watermelon
101,20,48,6.206247493999999,24.6774157,82.75411437,watermelon
85,25,47,6.29542477,26.11440416,87.64081095,watermelon
84,7,51,6.399669044,26.81530456,87.65694462,watermelon
102,28,54,6.862157042000001,25.15623099,80.27525115,watermelon
98,25,52,6.224066378,25.2801372,83.15393658,watermelon
97,25,50,6.093814669,26.22005978,80.90127035,watermelon
90,16,45,6.291540277999999,24.92093261,80.61750795,watermelon
95,12,46,6.32281728,26.21667586,81.01009354,watermelon
82,23,49,6.873283991,26.81383586,87.21986949,watermelon
82,25,51,6.074209622000001,24.31334971,87.47409052,watermelon
110,28,46,6.49889585,24.29105004,88.04541346,watermelon
118,21,51,6.678805092,24.42998931,86.33904774,watermelon
120,20,45,6.114128685,25.66576039,88.6984228,watermelon
91,7,52,6.405054243,25.07803672,83.46230461,watermelon
81,6,55,6.110142735,24.88910524,85.87059083,watermelon
101,13,54,6.828982708,25.42900869,82.91481799,watermelon
101,17,55,6.451499763999999,24.37118217,87.1269128,watermelon
111,6,53,6.313512998999999,26.493064500000006,88.59143088,watermelon
107,10,49,6.755192025,25.83202912,89.00481725,watermelon
115,11,46,6.623167177000001,24.41592661,89.39655519,watermelon
84,25,52,6.12532356,24.37190239,81.2514818,watermelon
120,7,47,6.653867608,24.24782473,83.03687902,watermelon
91,12,46,6.343942518,24.64458469,85.49938185,watermelon
89,22,52,6.217300786,24.89681131,86.10782926,watermelon
113,19,46,6.286387658,25.41864024,81.12122989,watermelon
97,22,50,6.769893799999998,26.26028739,86.14585891,watermelon
117,30,50,6.744966312000001,24.90123934,87.20772913,watermelon
90,14,52,6.391858432,24.84740848,89.20454622,watermelon
104,23,47,6.770434148,26.98212846,86.70068316,watermelon
81,16,45,6.727468157000001,26.90435747,86.25426228,watermelon
88,5,47,6.662244646,25.86475496,86.67468041,watermelon
92,7,45,6.944640222,26.70607759,81.14149505,watermelon
81,18,50,6.507110986,26.44019475,80.91934337,watermelon
111,5,55,6.520663422,26.283443,84.42478917,watermelon
108,23,51,6.106500787000001,26.84366082,83.85039964,watermelon
113,30,50,6.277484042999999,26.03967219,83.9862443,watermelon
83,10,53,6.195142279,24.92994759,85.00802358,watermelon
101,11,51,6.792035575,25.50736962,84.24340241,watermelon
114,21,55,6.472756256,25.4438391,87.93923120000002,watermelon
99,6,45,6.000975617000001,26.12588914,86.5507939,watermelon
92,20,55,6.5877912620000005,25.10474753,87.52676159999999,watermelon
92,7,48,6.956508826,26.27520631,86.63249555,watermelon
91,24,55,6.259086582999999,26.27061608,83.09194521,watermelon
110,21,54,6.747537642,26.73690828,87.82430156,watermelon
112,25,51,6.932537231,25.04746944,85.5667282,watermelon
89,25,54,6.353107392999999,24.69368934,85.56967628,watermelon
100,10,53,6.211748957,24.54356968,84.60808277,watermelon
83,22,54,6.277245253999999,25.89762315,81.96664832,watermelon
95,14,50,6.560443519,26.6333118,84.31756844,watermelon
119,30,49,6.903020221,25.35794749,80.45846265,watermelon
97,12,47,6.765094963999998,25.28784623,89.63667876,watermelon
110,7,45,6.189213927000001,26.63838589,84.69546874,watermelon
96,18,50,6.904241707000001,25.3310446,84.30533791,watermelon
83,23,55,6.463271076,26.89750174,83.89241484,watermelon
120,24,47,6.260838965,26.98603693,89.4138489,watermelon
115,17,55,6.776533055,27.57826922,94.11878202,muskmelon
114,27,48,6.528404377999999,27.82054812,93.03555162,muskmelon
101,25,52,6.750145572,29.09910406,94.22237826,muskmelon
118,18,52,6.562832807,28.04943594,90.83130708,muskmelon
95,26,45,6.117530021,29.91690582,94.55695552,muskmelon
81,25,49,6.076459669,29.86895762,93.25103208,muskmelon
117,24,53,6.293486295,29.17220859,92.21405224,muskmelon
114,30,51,6.069171847000001,29.24908541,90.06998135,muskmelon
113,6,52,6.740983646,27.76317235,90.35567642,muskmelon
108,26,52,6.201797639,28.82629037,94.26765349,muskmelon
81,30,48,6.041027474,28.52379742,92.09688432,muskmelon
115,9,52,6.019372459,29.06785065,90.97685539,muskmelon
83,7,45,6.704104127000001,29.08417927,90.73891887,muskmelon
84,21,55,6.494251024,28.47090661,94.79453182,muskmelon
109,26,45,6.224535448999998,28.27973674,90.38971208,muskmelon
95,27,55,6.160414414,28.47212559,91.21322065,muskmelon
119,5,55,6.168757984,29.68846716,94.30111601,muskmelon
110,14,51,6.085444691,27.02415146,91.66737633,muskmelon
82,18,48,6.1590508160000015,29.09588297,94.16748386,muskmelon
87,14,48,6.606033244,29.69238699,92.58862544,muskmelon
85,9,53,6.447662945,28.20619412,92.86798698,muskmelon
100,6,53,6.105909623,29.05248036,93.92217834,muskmelon
107,12,46,6.559763394,29.57240298,93.61870344,muskmelon
91,13,47,6.14410903,29.10968327,92.43510994,muskmelon
102,25,50,6.099662369,28.20480805,92.91440379,muskmelon
